title,shop,sales,rating,sale_price,original_price,discount,image
"Women's Large Black Kashmiri Pashmina Shawl: Kani Weave (40""x80"")",JKSowling,,4.8,12495.0,15619.0,(20% off),https://i.etsystatic.com/26145373/c/1001/1001/0/329/il/43dd7e/7696699168/il_765x1020.7696699168_rubr.jpg
Paper mache embroidery pure Pashmina shawl (40x80) inches,TooshPashminashawl,,4.7,25922.0,47131.0,(45% off),https://i.etsystatic.com/25734426/r/il/7850fa/7247048354/il_765x1020.7247048354_lztg.jpg
Luxury Embroidered Pashmina Shawl : Ivory & Maroon Kashmiri Paisley Wrap,TRENDINGWAVESCRAFT,,4.2,6160.0,12320.0,(50% off),https://i.etsystatic.com/63337261/r/il/34da60/8127341067/il_765x1020.8127341067_1wva.jpg
Embroidered Kashmiri Pashmina Shawl: Light Pink Silk Needlework Wrap,JKSowling,,4.8,15404.0,19255.0,(20% off),https://i.etsystatic.com/26145373/r/il/d6330c/7590580166/il_765x1020.7590580166_ab2t.jpg
New Arrival Embroidered /Aari Needlework Kashmiri Pashmina Shawl/ Winter Wrap (40x80 inches),JKSowling,,4.8,15727.0,19659.0,(20% off),https://i.etsystatic.com/26145373/c/956/956/0/482/il/c5d1dd/7696888534/il_765x1020.7696888534_ovc3.jpg
"Luxury Black Kashmiri Pashmina Shawl: Jacquard Woven Wrap (40x80"")",JKSowling,,4.8,7541.0,9426.0,(20% off),https://i.etsystatic.com/26145373/c/618/618/5/0/il/a2edae/4336834048/il_765x1020.4336834048_5z9w.jpg
"Grey Kashmiri Pashmina Shawl, Kani Embroidered Winter Wrap",JKSowling,,4.8,11849.0,14811.0,(20% off),https://i.etsystatic.com/26145373/r/il/8fb5fd/6909408936/il_765x1020.6909408936_b6g9.jpg
Blue Embroidery Pashmina Shawl - Elegant Floral Kashmiri Wrap,TRENDINGWAVESCRAFT,,4.2,6660.0,13322.0,(50% off),https://i.etsystatic.com/63337261/r/il/a3c3cb/8085732824/il_765x1020.8085732824_n778.jpg
"Black Pashmina Scarf: Kashmiri Aari Embroidery, Winter Shawl",Shawsans,,4.7,6456.0,12912.0,(50% off),https://i.etsystatic.com/59740729/c/1800/1800/107/957/il/772d8b/6895351284/il_765x1020.6895351284_pqt8.jpg
"Luxury Pashmina Shawl: Kashmiri Sozni Embroidery, Natural Jamawar",Kashmina786,,4.8,78335.0,92159.0,(15% off),https://i.etsystatic.com/17750182/r/il/d70ea5/7233578279/il_765x1020.7233578279_5qj2.jpg
Embroidered Kashmiri Pashmina Shawl: Handcrafted Wool Wrap,Shawsans,,4.7,6456.0,12912.0,(50% off),https://i.etsystatic.com/59740729/c/1739/1739/130/828/il/46ce30/6968982390/il_765x1020.6968982390_163e.jpg
Handwoven Pure Pashmina Shawl | Authentic 100% Kashmiri Pashmina | Soft Lightweight Wrap | Large 100x200 cm,KashCraftsUK,,5.0,24507.0,37704.0,(35% off),https://i.etsystatic.com/53243098/r/il/91a893/7753720813/il_765x1020.7753720813_f3k6.jpg
Exquisite Navy Blue & White Embroidered Pashmina Shawl,TRENDINGWAVESCRAFT,,4.2,6160.0,12320.0,(50% off),https://i.etsystatic.com/63337261/r/il/f85ae9/8092067352/il_765x1020.8092067352_7809.jpg
Fine Quality Large Kashmiri Pashmina Kani Weave Shawl/ Winter Wrap (40x80 inches),JKSowling,,4.8,10341.0,12926.0,(20% off),https://i.etsystatic.com/26145373/r/il/74e54b/7996697059/il_765x1020.7996697059_ec0y.jpg
"Embroidered Pashmina Shawl for Women, Floral Jaal Embroidery Wrap",TRENDINGWAVESCRAFT,,4.2,6160.0,12320.0,(50% off),https://i.etsystatic.com/63337261/r/il/f8991f/8081253924/il_765x1020.8081253924_acft.jpg
"Handmade Kashmiri Pashmina Shawl: Sozni Embroidery, Soft Toosh",SaniaLoom,,1.0,28474.0,37965.0,(25% off),https://i.etsystatic.com/57980406/r/il/55246d/7202644271/il_765x1020.7202644271_ejw2.jpg
"Handloom Pashmina Shawl, Kani Weave Kashmiri Floral Design",VoguebyFJ,,4.4,12021.0,,,https://i.etsystatic.com/59881000/r/il/8c8e72/7762605527/il_765x1020.7762605527_4473.jpg
Kashmiri Aari Embroidered 100% Pure Wool Pashmina Shawl and Wrap,ShafisbyGazala,,4.8,13810.0,,,https://i.etsystatic.com/21637146/r/il/8995dc/6390662396/il_765x1020.6390662396_34x2.jpg
Pashmina Kashmiri Kani Shawl,VoguebyFJ,,4.4,12021.0,,,https://i.etsystatic.com/59881000/r/il/c41589/7356941695/il_765x1020.7356941695_k7hc.jpg
